FID,Street,City,State,County,Zip Code,Assessed_Hurricane,Times_Flooded,In_Flood_Zone,Flood_Zone,GlobalID,Flood_Hazard_Zone,x,y,zone_type,In Zone,Not in Zone
448,Tillmond Dr,Conway,SC,Horry County,29526,Florence,1,No,X,fd1c3c09-335c-4656-a769-a468c4695c09,No,-79.03195799,33.91704099,,,
449,Hwy 905,Conway,SC,Horry County,29526,Florence,1,No,X,5a8e7065-dd1d-4f02-a604-29eb74e1f5e4,No,-78.870501,33.90151999,,,
450,Jefferson Rd,Longs,SC,Horry County,29568,Florence,1,Yes,AE,f22341e2-4149-4309-b7fd-57da04469266,Yes,-78.82785196,33.910702,,,
451,Jefferson Rd,Longs,SC,Horry County,29568,Florence,1,Yes,AE,4e0a8c28-975d-4afb-b40d-a724e55496d7,Yes,-78.82668603,33.91094601,,,
452,Old Wilson Rd,Longs,SC,Horry County,29568,Florence,1,Yes,AE,0dd88c85-ae3e-4254-b6c7-fed35890f2d4,Yes,-78.82083,33.91257197,,,
453,S Hwy 905,Longs,SC,Horry County,29568,Florence,1,Yes,AE,d694ef28-3e27-47c5-a4ed-45e97aa72c75,Yes,-78.81736898,33.91153802,,,
454, ,Conway,SC,Horry County,29527,Florence,1,No,X,df60912b-d71f-4e9a-a207-64dcd262f21c,No,-79.14593803,33.78519498,,,
455,S Hwy 905,Longs,SC,Horry County,29568,Florence,1,Yes,AE,8a490a9f-24fa-42c4-9a8f-724126d9bcb1,Yes,-78.81932703,33.91067897,,,
456,Old Todd Ferry Rd,Longs,SC,Horry County,29568,Florence,1,No,X,3ac338fd-07ab-4925-9cea-a56e4cdbd458,Yes,-78.83693797,33.90207397,,,
457,Burcale Rd,Myrtle Beach,SC,Horry County,29579,Matthew,1,No,X,5de6e56c-2b2c-41eb-a423-f55656b1bb8f,No,-78.94802004,33.71899901,,,
458,Hwy 31,Longs,SC,Horry County,29568,Florence,1,No,X,d1385496-9829-4c0f-b5bb-58e50152ca73,No,-78.84016804,33.90412597,,,
459,Anne St,North Myrtle Beach,SC,Horry County,29582,"Joaquin, Matthew, Florence",3,No,X,7f091820-fa40-445f-babb-79111f1b9a9f,No,-78.69671302,33.82616703,,,
460,Sunset St,North Myrtle Beach,SC,Horry County,29582,Florence,1,No,X,55ef5cdb-fa38-4be0-9db6-7e10385732d7,No,-78.72125598,33.80216199,,,
461,Dusty Ln,Longs,SC,Horry County,29568,Florence,1,No,X,b6a88ad7-1715-47ba-af98-5c59638ed825,Yes,-78.76843604,33.91166401,,,
462,Dusty Ln,Longs,SC,Horry County,29568,Florence,1,No,X,f66ab2f9-9919-403f-ba11-a3448c3e0a87,Yes,-78.76615997,33.91201999,,,
463,Dusty Ln,Longs,SC,Horry County,29568,Florence,1,No,X,8529aa87-ef00-494d-9bd5-74bac9b9a652,No,-78.76701697,33.91246901,,,
464,Loop Cir,Longs,SC,Horry County,29568,Florence,1,No,X,1fc5385d-80e2-4c0d-9100-2c17b7685c12,No,-78.77121902,33.90890401,,,
465,Loop Cir,Longs,SC,Horry County,29568,Florence,1,No,X,56e08315-5b0b-460b-a8dc-5ab1894ebbc0,No,-78.77031001,33.90929102,,,
466,E Bear Grass Rd,Longs,SC,Horry County,29568,Florence,1,No,X,a2c5c28c-20dc-4895-a4dc-063eaddf9ceb,No,-78.76168897,33.91102503,,,
467,E Bear Grass Rd,Longs,SC,Horry County,29568,Florence,1,No,X,41a85703-d1c5-4ee9-b31d-c1006d415b9f,No,-78.76155099,33.91150403,,,
468,E Bear Grass Rd,Longs,SC,Horry County,29568,Florence,1,No,X,06e5f6bf-ca3f-46c4-be91-af287bb38898,Yes,-78.76143699,33.911824,,,
469,E Bear Grass Rd,Longs,SC,Horry County,29568,Florence,1,No,X,8c1465a9-33d1-4b66-a323-0210a83812ca,Yes,-78.76140501,33.91226303,,,
470,Dusty Ln,Longs,SC,Horry County,29568,Florence,1,No,X,23f3ba9c-0924-4ded-888a-0f534ad1ee7a,No,-78.76291301,33.91090903,,,
471,E Bear Grass Rd,Longs,SC,Horry County,29568,Florence,1,No,X,6fd8ed10-9038-408f-b379-28450e956645,Yes,-78.76089899,33.90982303,,,
472,E Bear Grass Rd,Longs,SC,Horry County,29568,Florence,1,No,X,08c83406-77c8-40b7-b5c4-dcd32a5f8d58,No,-78.76160201,33.91029197,,,
473,Dusty Ln,Longs,SC,Horry County,29568,Florence,1,No,X,61f4caf2-9638-4213-aa92-5bcac91e27ec,No,-78.76254596,33.91031597,,,
474,E Bear Grass Rd,Longs,SC,Horry County,29568,Florence,1,No,X,b59a9b96-42aa-4067-ad1f-fd0dc4a04473,Yes,-78.76140196,33.90948299,,,
475,E Bear Grass Rd,Longs,SC,Horry County,29568,Florence,1,No,X,c85625f1-0fe5-457c-8702-36ea8f988b09,Yes,-78.76144597,33.90878503,,,
476,Canipe Cir,Longs,SC,Horry County,29568,Florence,1,Yes,AE,e1e91e93-d6f8-48d9-9c34-4d640df41853,Yes,-78.70589497,33.90197003,,,
477,E Hwy 9,Longs,SC,Horry County,29568,Florence,1,No,X,c9a76ba4-8da6-4978-a34a-9d0fe334f0af,Yes,-78.71250396,33.91116497,,,
478,Goggle Eye Dr,Longs,SC,Horry County,29568,Florence,1,Yes,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,58768762-f036-4ee5-a839-3c2efba4a826,Yes,-78.69654,33.90649799,,,
479,Oak Lake Cir,North Myrtle Beach,SC,Horry County,29582,Florence,1,No,X,0174abef-bf4a-4878-a523-56def6510b15,Yes,-78.67713801,33.81869502,,,
480,Loop Cir,Longs,SC,Horry County,29568,Florence,1,No,X,b8562970-5895-40f3-a067-a61ca2e47c5d,No,-78.77935802,33.91333603,,,
481,Rice Hope Ct,Myrtle Beach,SC,Horry County,29577,Florence,1,No,X,8fb6782b-f4de-4e7b-9147-d8654cd5c19b,No,-78.87649303,33.73124797,,,
482,S Hwy 17,North Myrtle Beach,SC,Horry County,29582,Florence,1,No,X,f2a4231a-b6a3-45dd-a692-a46403ed7ce7,No,-78.71871698,33.80608802,,,
483, ,Little River,SC,Horry County,29566,Florence,1,No,X,83d14031-e4aa-4652-95ab-c5304b6287b0,No,-78.63938002,33.87852999,,,
484,Canipe Cir,Longs,SC,Horry County,29568,Florence,1,Yes,AE,5b039922-a7b8-4cd1-8b51-8a87b5c86b21,Yes,-78.70482399,33.90061498,,,
485,Canipe Cir,Longs,SC,Horry County,29568,Florence,1,Yes,AE,3d073454-7eb7-4d98-a73e-aa8e34303de2,Yes,-78.70459897,33.90153401,,,
486,Charter Dr,Longs,SC,Horry County,29568,Joaquin,1,No,X,8671e359-3881-4988-b646-f34fc8d75d5e,No,-78.68312204,33.89610401,,,
487,Charter Dr,Longs,SC,Horry County,29568,Joaquin,1,No,X,10ea1229-418d-4e0f-9f2e-dd38d14bfb56,No,-78.68308297,33.89507098,,,
488,Wedgewood Dr,Longs,SC,Horry County,29568,Joaquin,1,No,X,faee6f10-a58a-4b4f-b40f-474434610a22,No,-78.68939202,33.89155798,,,
489,Eagle Run,Longs,SC,Horry County,29568,Joaquin,1,No,X,102fe7d4-bd74-4bca-a481-1bed4a00b7a4,No,-78.68747798,33.88926601,,,
490,Eagle Run,Longs,SC,Horry County,29568,Joaquin,1,No,X,389c5d72-19a1-444f-9e23-565e3f5d32ec,No,-78.68737997,33.88914498,,,
491,Eagle Run,Longs,SC,Horry County,29568,Joaquin,1,No,X,be7b6a79-0854-4438-98d9-036b25879df0,No,-78.68723696,33.88904602,,,
492,Goodson Dr,Longs,SC,Horry County,29568,Joaquin,1,No,X,3bed599f-8c70-48c4-8bbf-ca85ada267ab,No,-78.68707499,33.88948897,,,
493,Brick Dr,Longs,SC,Horry County,29568,Joaquin,1,No,X,46f45aa9-0b7c-4ab8-a86f-3e71960f688a,No,-78.68375104,33.89150697,,,
494,Edwards Ln,Longs,SC,Horry County,29568,Joaquin,1,No,X,c6d64e51-8e7b-48ee-8454-5d36905be78b,No,-78.68508504,33.89009001,,,
495,Goodson Dr,Longs,SC,Horry County,29568,Joaquin,1,No,X,631e9a0e-ac25-47b1-b0d0-d1a7d4e584d8,No,-78.68675896,33.88962499,,,
496,Eagle Run,Longs,SC,Horry County,29568,Joaquin,1,No,X,88bcaa4c-7162-40d6-a40c-a0d9bb96dcfd,No,-78.68711101,33.88892201,,,
497,Crystal Ln,Longs,SC,Horry County,29568,Florence,1,Yes,AE,f2f4c63f-6bbc-4f0d-91da-54914d4699ed,Yes,-78.71606102,33.88615397,,,
498,Crystal Ln,Longs,SC,Horry County,29568,Florence,1,Yes,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,e975c3f7-3f7b-4cff-9d21-ccad7775ba77,Yes,-78.71470699,33.885872,,,
499,Crystal Ln,Longs,SC,Horry County,29568,Florence,1,Yes,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,a73451a7-b837-409e-a0a3-24ee24ae7cff,Yes,-78.714418,33.88614002,,,
500,Reno Cir,Longs,SC,Horry County,29568,Florence,1,No,X,8f9cb05c-cf37-41b6-924d-f3bc025bc349,No,-78.75432197,33.930066,,,
501,Seaford Dr,Longs,SC,Horry County,29568,Joaquin,1,No,X,745acfac-1c75-42ec-bab6-1428cbe9fde0,No,-78.680481,33.89663401,,,
502,Charter Dr,Longs,SC,Horry County,29568,Florence,1,No,X,73ca602e-1c32-4c73-ab92-878aa105a054,No,-78.68248397,33.89810799,,,
503,Cordgrass Ln,Little River,SC,Horry County,29566,Joaquin,1,No,X,4a205f92-8cc9-4d6b-84e8-7ee396805d2b,No,-78.679306,33.88537497,,,
504,Cordgrass Ln,Little River,SC,Horry County,29566,Joaquin,1,No,X,e5371297-4a90-4e04-b524-0ab8bcaa03c8,No,-78.67981804,33.88556401,,,
505,Cordgrass Ln,Little River,SC,Horry County,29566,Joaquin,1,No,X,7e0ea1da-6854-4249-8079-804e4da22458,No,-78.68017198,33.88569698,,,
506,Cordgrass Ln,Little River,SC,Horry County,29566,Joaquin,1,No,X,c534989a-6c63-4874-90e5-c6656367a956,No,-78.68034697,33.88576096,,,
507,Cordgrass Ln,Little River,SC,Horry County,29566,Joaquin,1,No,X,58e8aac8-95c8-4a4d-857b-bca0d9c05393,No,-78.680519,33.885789,,,
508,Charter Dr,Longs,SC,Horry County,29568,Joaquin,1,No,X,eebeada7-61ae-473c-8e1f-d2ba5a09753d,No,-78.68366804,33.90249501,,,
509,Cordgrass Ln,Little River,SC,Horry County,29566,Joaquin,1,No,X,a68a3f90-a9b3-4af8-8ca0-0a1147ba3798,No,-78.68088299,33.885728,,,
510,Retreat Pl,Little River,SC,Horry County,29566,Joaquin,1,No,X,2cf33201-b53b-4d54-9619-b31af1dbf906,No,-78.68094201,33.88655502,,,
511,Woodridge Cir,Little River,SC,Horry County,29566,Matthew,1,No,X,eb984877-4fe0-45a7-b10e-871b3466b84b,No,-78.623103,33.89065196,,,
512,Sunnymeadow Pl,Little River,SC,Horry County,29566,Florence,1,No,X,24739293-db4e-4f21-a577-0b564eec89d5,No,-78.63651296,33.89074801,,,
513,Sunnymeadow Pl,Little River,SC,Horry County,29566,Florence,1,No,X,845a64d0-20d1-49a3-961f-d939e1d1b8db,No,-78.63615597,33.89030999,,,
514,Jackson Cir,Little River,SC,Horry County,29566,Matthew,1,No,X,01ae6af1-b043-43e2-806e-f8750a9dae03,No,-78.59204204,33.88391398,,,
515,Plantation Cir,Little River,SC,Horry County,29566,Matthew,1,No,X,86ca690d-2f1c-4606-a416-f0459abf4bca,Yes,-78.58903403,33.87867102,,,
516,Vereen Cir,Little River,SC,Horry County,29566,Matthew,1,No,X,23c64335-c673-4f18-abe8-a37e23e75ee0,No,-78.589347,33.87972803,,,
517,Lexington Cir,Little River,SC,Horry County,29566,Matthew,1,No,X,aa966c63-825f-49f4-9736-d3083bcb7586,No,-78.58998903,33.878909,,,
518,Wildwood Dr,Little River,SC,Horry County,29566,Matthew,1,No,X,65258351-bd26-40ee-a114-f930ffcec35b,No,-78.61007904,33.87458297,,,
519,Platt Dr,Little River,SC,Horry County,29566,Matthew,1,No,X,09795e95-bc3f-42ab-90aa-556bead5572a,No,-78.61291197,33.87301402,,,
520,Hermitage Dr,Little River,SC,Horry County,29566,Matthew,1,No,X,9d27e63e-e824-4066-864e-d7c5b49198e5,No,-78.64840198,33.88186298,,,
521,Vermillion Dr,Little River,SC,Horry County,29566,Florence,1,No,X,6afcf532-6c4c-4ec4-876c-47c3c8b12723,No,-78.63517402,33.88194002,,,
522,Island Way,Little River,SC,Horry County,29566,Joaquin,1,Yes,AE,9fae6e7e-5b4a-4ff8-a03f-235a7a788dd9,Yes,-78.58511701,33.87907203,,,
523,Jackson Cir,Little River,SC,Horry County,29566,Joaquin,1,Yes,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,5e23ca0f-fbe7-4bdf-8035-d79e38abc77a,Yes,-78.59089597,33.883896,,,
524,Mica Ave,Little River,SC,Horry County,29566,Joaquin,1,No,X,cfccb003-caaf-4a4f-9ab3-b52d2c8496f9,No,-78.62863796,33.87678897,,,
525,2nd Ave S,North Myrtle Beach,SC,Horry County,29582,Joaquin,1,No,X,3ca98495-6b9c-431c-8399-a36bc01dc37d,No,-78.67780797,33.82188997,,,
526,Mallard Way,Little River,SC,Horry County,29566,Joaquin,1,No,X,4847f1a4-9b6c-40ac-9eb0-00c64e21d9ad,No,-78.629779,33.87147502,,,
527,Greenhead Rd,Little River,SC,Horry County,29566,Joaquin,1,No,X,281e9d98-3c79-4eeb-bfd8-f872a82225d5,No,-78.62978601,33.87112797,,,
528,Greenhead Rd,Little River,SC,Horry County,29566,Joaquin,1,No,X,e4d69c38-f53f-488f-aa86-58c004a0b962,No,-78.62927604,33.87178597,,,
529,Mallard Way,Little River,SC,Horry County,29566,Joaquin,1,No,X,00bff57b-5355-4b5d-9f22-f550d19dddec,No,-78.62947304,33.87222297,,,
530,Mallard Way,Little River,SC,Horry County,29566,Joaquin,1,No,X,42e58860-1b06-4fea-971c-2ab329b9b0af,No,-78.62989803,33.87170199,,,
531,Sandtrap Ave,Little River,SC,Horry County,29566,Joaquin,1,No,X,b8e1b2e8-2bc8-488d-83eb-812822f9dbfe,No,-78.64686397,33.86997404,,,
532,Fairway Dr,Little River,SC,Horry County,29566,Joaquin,1,No,X,79af126d-a3a9-4800-aa7a-07e478856807,No,-78.64841402,33.86978503,,,
533,Rose Cir,Longs,SC,Horry County,29568,Matthew,1,No,X,f9912974-2428-4a68-a345-3355ccb6e056,No,-78.76653502,33.84792901,,,
534,Barcelona Ln,Little River,SC,Horry County,29566,Joaquin,1,Yes,AE,dd4697a6-c824-43e8-a346-e458f5ccb2f2,Yes,-78.62188497,33.86785102,,,
535,Barcelona Ln,Little River,SC,Horry County,29566,Joaquin,1,No,X,2980a8e3-c79b-427f-b6ff-b66f164f024d,Yes,-78.62296196,33.868673,,,
536,Barcelona Ln,Little River,SC,Horry County,29566,Joaquin,1,Yes,AE,63a8a663-6206-4902-87b6-619d504ff3af,Yes,-78.62222202,33.86767902,,,
537,Cordgrass Ln,Little River,SC,Horry County,29566,Joaquin,1,No,X,81839fe0-2399-4226-a364-5e7321acd445,No,-78.68079702,33.88538504,,,
538,Kings Ct,Little River,SC,Horry County,29566,Joaquin,1,No,X,f8d5fcb1-54a5-47bb-a97e-9f151d326ef0,No,-78.64677396,33.878772,,,
539,Cordgrass Ln,Little River,SC,Horry County,29566,Joaquin,1,No,X,a96ebe0f-337e-49b4-8481-4a52c56298c8,No,-78.68014197,33.88458798,,,
540,Cordgrass Ln,Little River,SC,Horry County,29566,Joaquin,1,No,X,b5bd7afd-3c70-4348-aee7-88cd0d8c34f9,No,-78.67995396,33.88469299,,,
541,Cordgrass Ln,Little River,SC,Horry County,29566,Joaquin,1,No,X,2c3740a2-b022-4819-bc31-86091c378caa,No,-78.68049196,33.88424598,,,
542,Cordgrass Ln,Little River,SC,Horry County,29566,Joaquin,1,No,X,68858e3c-9744-41bb-9794-fb3a190a2f5c,No,-78.680822,33.88448597,,,
543,Cordgrass Ln,Little River,SC,Horry County,29566,Joaquin,1,No,X,e4501110-3463-4091-b947-2961a0ad191c,No,-78.68089503,33.88463802,,,
544,Eastover Ln,North Myrtle Beach,SC,Horry County,29582,Joaquin,1,Yes,AE,aa4f73b2-de05-4dbf-89be-119d6073f8e2,Yes,-78.65840104,33.84761902,,,
545,Cordgrass Ln,Little River,SC,Horry County,29566,Joaquin,1,No,X,9ebd7f16-a879-46db-9f81-2e8fca3c74ae,No,-78.68102502,33.88494699,,,
546,Cordgrass Ln,Little River,SC,Horry County,29566,Joaquin,1,No,X,166af656-1653-40e7-b4d7-4cdecf8ec27f,No,-78.68110703,33.88509599,,,
547,Cordgrass Ln,Little River,SC,Horry County,29566,Joaquin,1,No,X,2c67daf2-f4d0-4d34-b166-ec7efe4ab212,No,-78.68114997,33.88526199,,,
548,Golf Ave,Little River,SC,Horry County,29566,Matthew,1,No,X,9a7a895d-0a69-4c92-bd53-6d7cf181a122,No,-78.653857,33.87668501,,,
549,W Plantation Dr,Little River,SC,Horry County,29566,Joaquin,1,No,X,d518d28b-98cf-44f1-bb04-974536b6645b,No,-78.665733,33.87299299,,,
550,W Plantation Dr,Little River,SC,Horry County,29566,Joaquin,1,No,X,ba36b751-e965-4865-b4ce-7390a9d6e0d6,No,-78.66593503,33.87204098,,,
551,Nature Trl,Little River,SC,Horry County,29566,Matthew,1,No,X,266205fb-9b00-422e-990c-2120506a88a3,No,-78.671038,33.877665,,,
552,Nature Trl,Little River,SC,Horry County,29566,Joaquin,1,No,X,8962dbbf-4638-4e87-8f43-def731576ffd,No,-78.670469,33.87657097,,,
553,Kenya Cir,Little River,SC,Horry County,29566,Matthew,1,No,X,b740a1c7-5fc1-4642-9ab4-6e8dd6085de2,No,-78.67501897,33.874234,,,
554,Sienna Dr,Little River,SC,Horry County,29566,Joaquin,1,No,X,534a236e-93e8-44b7-be14-b3c5f2c22113,No,-78.67613198,33.89329698,,,
555,Williamsburg Rd,Little River,SC,Horry County,29566,Joaquin,1,No,X,59a6743e-87db-42ad-8816-8eec1dd67469,No,-78.66929401,33.86764396,,,
556,Lee Pl,Little River,SC,Horry County,29566,Joaquin,1,No,X,0ee9cb8c-85bd-491a-b535-31cfd101be74,No,-78.668734,33.86728601,,,
557,Kathyrn Pl,Little River,SC,Horry County,29566,Joaquin,1,No,X,97c6e353-7ae9-4a4a-b44a-cf0322ce0134,No,-78.66801301,33.86782999,,,
558,Kathryn Pl,Little River,SC,Horry County,29566,Joaquin,1,No,X,d2ece8ab-7b73-4a2d-a8ae-a2d155f18e02,No,-78.66846899,33.868046,,,
559,Pinebrook Cir,Little River,SC,Horry County,29566,Florence,1,No,X,a2f7e2dd-0e0c-4aca-a0db-b7106c256cfe,No,-78.65252704,33.86877399,,,
560,Robinhood Cir,Little River,SC,Horry County,29566,Joaquin,1,No,X,08661b33-7236-413f-832b-5155bb513127,No,-78.65920296,33.863196,,,
561,Red Tip Blvd,Little River,SC,Horry County,29566,Joaquin,1,No,X,440fcb3e-4750-430f-aeed-bb782a16bc14,No,-78.66301703,33.86226596,,,
562,Tallwood Rd,Longs,SC,Horry County,29568,Matthew,1,No,X,c9435d90-9539-4c60-bc5e-2423f3be270f,Yes,-78.71194404,33.88240501,,,
563,Crystal Ln,Longs,SC,Horry County,29568,Florence,1,No,X,b880ea96-083d-49bc-adb4-7cbb22096a7b,Yes,-78.71513198,33.88554902,,,
564,Crystal Ln,Longs,SC,Horry County,29568,Florence,1,No,X,ed13d75c-1c28-4943-a086-7fbb971fee60,Yes,-78.71541899,33.885325,,,
565,Thomas Rd,Little River,SC,Horry County,29566,Florence,1,No,X,af3f9198-1d96-4478-94a4-e546ec617a77,No,-78.61225404,33.89820902,,,
566,Crystal Ln,Longs,SC,Horry County,29568,Florence,1,Yes,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4aafd8d0-1273-4ddd-949f-dbfb4a99035a,Yes,-78.71421301,33.88553299,,,
567,Pine Cir,Myrtle Beach,SC,Horry County,29572,Florence,1,No,X,3dee162c-b265-443e-bd11-2729b621019f,No,-78.80485499,33.75951802,,,
568,Crystal Ln,Longs,SC,Horry County,29568,Florence,1,No,X,6e130d6b-4479-4a7e-b849-72512290f4c0,Yes,-78.713456,33.88437299,,,
569,Crystal Ln,Longs,SC,Horry County,29568,Florence,1,No,X,8937a40a-41a7-4d6a-a018-4191274e0cd0,Yes,-78.71324597,33.884077,,,
570,Tallwood Rd,Longs,SC,Horry County,29568,Florence,1,No,X,b2ce00dd-75fa-4e5d-981a-30a8f0621e60,Yes,-78.71288997,33.88357801,,,
571,Tallwood Rd,Longs,SC,Horry County,29568,Florence,1,Yes,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3575c3d8-d918-4917-844e-145008d51006,Yes,-78.71241799,33.88269101,,,
572,Timothy Dr,Longs,SC,Horry County,29568,Florence,1,No,X,1b5decb7-e604-48da-a22e-652feedd7e4f,No,-78.78204201,33.83966002,,,
573,Snowberry Dr,Longs,SC,Horry County,29568,Matthew,1,No,X,2b40aa4b-c87a-4b5f-b61b-715f1f95e7fd,No,-78.70724801,33.87723102,,,
574,Jones Rd,Longs,SC,Horry County,29568,Florence,1,No,X,75ab6599-42c9-486c-89a2-6a931f4c98e5,No,-78.73505302,33.866305,,,
575,Living Stones Ln,Longs,SC,Horry County,29568,Florence,1,No,X,939eff3d-2390-4e96-9d2b-0418bd8cce0b,Yes,-78.74850098,33.87348704,,,
576,Living Stones Ln,Longs,SC,Horry County,29568,Florence,1,No,X,31b4ff52-b424-4e8e-ab3e-dcd76c012973,Yes,-78.748621,33.874462,,,
577,Hwy 90,Conway,SC,Horry County,29526,Matthew,1,No,X,a945d159-a1f9-4c38-977b-4eea1355806f,No,-78.90296396,33.82298701,,,
578, ,Longs,SC,Horry County,29568,Joaquin,1,No,X,2c385d7e-6a25-4bfe-a1a2-e2dbab9b99b0,No,-78.73306999,33.93851002,,,
579,Star Bluff Rd,Longs,SC,Horry County,29568,Florence,1,Yes,AE,835d4548-53ba-494a-a34b-87e79f8d064b,Yes,-78.75770997,33.878003,,,
580,Star Bluff Rd,Longs,SC,Horry County,29568,Florence,1,No,X,5884e320-37de-4b4d-b1c2-83de1e5bbcc1,Yes,-78.756237,33.87780097,,,
581,Star Bluff Rd,Longs,SC,Horry County,29568,Florence,1,No,X,9bb7fac9-769d-46d2-97db-99faedfeacbb,No,-78.75695404,33.87397698,,,
582,Star Bluff Rd,Longs,SC,Horry County,29568,Florence,1,No,X,88970e09-7d65-4a2c-ac86-a57d75da4f4f,No,-78.75710603,33.87444499,,,
583,Parish Ln,Little River,SC,Horry County,29566,Florence,1,No,X,519d09ad-3432-47c8-a0f2-84e8083a9519,No,-78.67770197,33.855228,,,
584,Star Bluff Rd,Longs,SC,Horry County,29568,Matthew,1,No,X,29dc10fa-d50c-479c-b43a-dae7f84698ea,No,-78.75610297,33.87495798,,,
585,Sandy Branch Rd,Longs,SC,Horry County,29568,Florence,1,No,X,f9ef68be-f15e-4318-a25c-9dc94d384592,Yes,-78.75368103,33.87340798,,,
586,Star Bluff Rd,Longs,SC,Horry County,29568,"Matthew, Florence",2,No,X,6c90e55b-566f-4e29-8fa4-eac46a884411,No,-78.75529997,33.87133003,,,
587,Star Bluff Rd,Longs,SC,Horry County,29568,Florence,1,No,X,87b6100a-474e-4941-8500-17a63ba0b66c,No,-78.75798099,33.87565898,,,
588,Vera Rd,Longs,SC,Horry County,29568,Florence,1,No,X,5cf23a2c-bc80-4bf1-9f27-c9063c7b6ac2,No,-78.76163498,33.87365903,,,
589,Waccamaw Cv,Longs,SC,Horry County,29568,Florence,1,No,X,7dca5605-ebf8-43f7-9b86-64494f51ce2a,Yes,-78.773577,33.87256599,,,
590,Pint Cir,Longs,SC,Horry County,29568,Florence,1,No,X,0141e834-8078-42d1-8df1-86e17f3385ce,No,-78.76642498,33.86810597,,,
591,Sweet Bay Rd,Longs,SC,Horry County,29568,Florence,1,No,X,afd32fb1-2104-4454-8e92-e8816dd8702f,No,-78.76189702,33.87205597,,,
592,Vera Rd,Longs,SC,Horry County,29568,Florence,1,No,X,346d6d8a-30a0-4f28-8d7f-7a2175c2d96b,No,-78.76085596,33.872428,,,
593,Sweet Bay Rd,Longs,SC,Horry County,29568,Florence,1,No,X,e74eee2c-bd1e-41e7-b1ef-b36115cb907b,No,-78.75661897,33.87015402,,,
594,Victor Rd,Longs,SC,Horry County,29568,Florence,1,No,X,528a966f-3680-4d9e-a440-b6f6c33c5340,No,-78.75720099,33.87109098,,,
595,Victor Rd,Longs,SC,Horry County,29568,Florence,1,No,X,7c932a35-5e25-4651-b39d-8626b348c769,No,-78.75702501,33.87159503,,,
596,Duke Rd,Longs,SC,Horry County,29568,Florence,1,No,X,6fb036c7-6514-4cad-8b3a-a75c3538729a,No,-78.75706902,33.87304497,,,
597,Duke Rd,Longs,SC,Horry County,29568,Florence,1,No,X,8f56cf85-aec8-4ed7-8621-7dafc58248b3,No,-78.75687597,33.87264699,,,
598,Duke Rd,Longs,SC,Horry County,29568,Florence,1,No,X,e2ae477f-1267-448f-abb1-f3c66912454b,No,-78.75684498,33.87232,,,
599,Duke Rd,Longs,SC,Horry County,29568,Florence,1,No,X,86a16b68-6443-40ad-a93b-2397587d9465,No,-78.75675201,33.87201398,,,
600,Duke Rd,Longs,SC,Horry County,29568,Florence,1,No,X,2e5e58a2-9438-4252-91c8-8a42f8622d8d,No,-78.75667601,33.871564,,,
601,Duke Rd,Longs,SC,Horry County,29568,Florence,1,No,X,8a581ac1-ad1d-47ec-a3fe-7600b9c858d1,No,-78.75651602,33.87132503,,,
602,Duke Rd,Longs,SC,Horry County,29568,Florence,1,No,X,bcc3b9be-1856-4b45-9b1f-f16edc79055d,No,-78.75609202,33.871014,,,
603,Duke Rd,Longs,SC,Horry County,29568,Florence,1,No,X,ea851005-1363-4fef-af07-4cabb8182368,No,-78.75599904,33.87178097,,,
604,Duke Rd,Longs,SC,Horry County,29568,Florence,1,No,X,d7bef789-3140-4acb-a70d-967a7292a811,No,-78.75626296,33.87233403,,,
605,Duke Rd,Longs,SC,Horry County,29568,Florence,1,No,X,5136fe0e-00be-46ac-866d-680fa8cdc748,No,-78.75639196,33.87269703,,,
606,Duke Rd,Longs,SC,Horry County,29568,Florence,1,No,X,c3770faf-cc7d-4f3d-b295-459d5eb29a39,No,-78.75646104,33.87298903,,,
607,Star Bluff Rd,Longs,SC,Horry County,29568,Florence,1,No,X,74db183a-fd9c-483a-b66d-4a14a9134937,No,-78.75390596,33.86546503,,,
608,Della Rd,Longs,SC,Horry County,29568,Matthew,1,No,X,5a6fa487-457b-4de0-a066-4bd0f22c0a05,No,-78.76681296,33.86019901,,,
609,Holly Ridge Dr,Longs,SC,Horry County,29568,"Matthew, Florence",2,No,X,7a5d8140-14a9-4ece-8450-9c835cb80acd,Yes,-78.80328797,33.86763897,,,
610,Meadowood Ln,Longs,SC,Horry County,29568,Florence,1,No,X,4fa49579-0312-4ed5-af0f-0e05ac4c3f79,Yes,-78.80473597,33.86710498,,,
611,Holly Ridge Dr,Longs,SC,Horry County,29568,Florence,1,No,X,5973bc7f-6580-499a-8739-2c6c3adf6181,Yes,-78.80383397,33.86816602,,,
612,US Hwy 17,Little River,SC,Horry County,29566,Florence,1,Yes,AE,570fc175-390b-41d2-9465-ae3f6b294d89,Yes,-78.65420501,33.85359498,,,
613,Meadowood Ln,Longs,SC,Horry County,29568,Florence,1,No,X,7d75c0cb-f27b-4ecc-8a87-33450cdf2bae,No,-78.804044,33.86496802,,,
614, ,Longs,SC,Horry County,29568,Florence,1,No,X,0a12450c-72d6-46a6-bbec-4cfbe3550f70,No,-78.73306999,33.93851002,,,
