FID,Street,City,State,County,Zip Code,Assessed_Hurricane,Times_Flooded,In_Flood_Zone,Flood_Zone,GlobalID,Flood_Hazard_Zone,x,y,zone_type,In Zone,Not in Zone
1,Griffins Lndg,Nichols,SC,Horry County,29581,Florence,1,Yes,AE,7edce069-aba3-45fb-8f1d-38c321658913,Yes,-79.07640097,34.29343098,Flood Hazard Zone,908,994
2,Maplewild Rd,Nichols,SC,Horry County,29581,Florence,1,No,X,9e714311-a608-44d0-a1ec-f76b5f550153,No,-79.05617001,34.13609001,FEMA Flood Zone,947,955
3,Hwy 76,Nichols,SC,Horry County,29581,Florence,1,No,X,073c3df7-5acb-41b1-8e6b-e74d776d725f,No,-79.09302699,34.22666101,,,
4,Hwy 917,Loris,SC,Horry County,29569,Florence,1,No,X,161733cb-3143-40eb-a89f-bb7e1e26dc11,No,-78.980377,34.09767601,,,
5,Hwy 389,Nichols,SC,Horry County,29581,Florence,1,No,X,8d213f27-d608-4695-9177-94b6eceebc90,No,-79.03250102,34.14673403,,,
6,Holcombe Ln,Conway,SC,Horry County,29527,Matthew,1,No,X,4547cf5f-f5d4-42a4-8925-bdb04a2e2413,No,-79.15113802,33.89746801,,,
7,Acie Ave,Conway,SC,Horry County,29527,Matthew,1,No,X,e4bccb29-3371-4183-8770-f258169e5c4c,No,-79.08898799,33.84615701,,,
8,Three Bend Rd,Nichols,SC,Horry County,29581,"Matthew, Florence",2,No,X,785ee0d8-3e85-4c89-99df-2ca3423142d6,No,-79.04641197,34.17007902,,,
9,River Rd,Nichols,SC,Horry County,29581,Matthew,1,Yes,AE,d574e07d-5990-4407-b6b4-08b08319970a,Yes,-79.13223702,34.22038897,,,
10,Liberty Church Rd,Loris,SC,Horry County,29569,Florence,1,No,X,95f22379-79ab-4f49-802f-379824562016,No,-78.81582199,34.02774797,,,
11,Betsy Ln,Galivants Ferry,SC,Horry County,29544,Matthew,1,No,X,bbbd6b4c-c9f7-4a7e-825a-823ae35cc04a,No,-79.19467199,33.93507602,,,
12,Buffkin Rd,Green Sea,SC,Horry County,29545,"Matthew, Florence",2,No,X,be582d76-9e91-45b9-9bb0-f93139948be2,No,-78.95214501,34.190191,,,
13,Drowning Creek Dr,Nichols,SC,Horry County,29581,Matthew,1,Yes,AE,3426f660-5833-4de6-929c-c6a0d3af9830,Yes,-79.12696202,34.21918103,,,
14,Drowning Creek Dr,Nichols,SC,Horry County,29581,"Matthew, Florence",2,Yes,AE,a1a4bc6a-0480-48a3-a772-8fba5f50ebb3,Yes,-79.12679296,34.22021702,,,
15,Prospect Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,d3ebeae0-8ce8-4f72-8cd5-e998ab7efdc3,No,-78.90287997,34.07687197,,,
16,Creek Landing Rd,Nichols,SC,Horry County,29581,Florence,1,Yes,AE,49754d8f-f3b1-4404-aa41-a08c99d088f5,Yes,-79.14543902,34.17555201,,,
17,Sandy Bluff Rd,Green Sea,SC,Horry County,29545,Matthew,1,No,X,7002b922-15ae-47c6-8c6d-dd3694ed8cfe,No,-78.88117999,34.13598703,,,
18,Shelley Path,Green Sea,SC,Horry County,29545,Matthew,1,No,X,46f41430-1a81-4a5a-90dd-f44627757dd6,No,-78.92403296,34.16206202,,,
19,Fair Bluff Hwy,Green Sea,SC,Horry County,29545,Matthew,1,No,X,540bc8c1-a044-445a-adc2-8ccc2c9bfb89,No,-78.97606697,34.13973202,,,
20,Providence Dr,Nichols,SC,Horry County,29581,Florence,1,No,X,22ea780c-9e3a-4b39-a419-d87da52e7d2d,No,-79.15234401,34.16360096,,,
21,Ruby Ln,Conway,SC,Horry County,29527,Florence,1,No,X,168fc4fd-b869-4fa7-be41-751b6744e8b8,No,-79.14981696,33.89933998,,,
22,Providence Dr,Nichols,SC,Horry County,29581,Florence,1,No,X,15c0236d-1563-42f8-b9d2-6056c090f3cc,No,-79.151572,34.164151,,,
23,Mw Stroud Rd,Nichols,SC,Horry County,29581,Florence,1,No,X,67ffcc0b-c7ad-48af-a295-4dc62daabcd6,Yes,-79.13890099,34.16152899,,,
24,Hwy 917,Nichols,SC,Horry County,29581,Florence,1,Yes,AE,039b91ed-e67e-4fd5-a99d-667982a3b744,Yes,-79.19378096,34.141782,,,
25,Hwy 917,Nichols,SC,Horry County,29581,Florence,1,Yes,AE,307a5dee-f860-4ba8-a46f-a3c9d2d4ff86,Yes,-79.20694999,34.14429697,,,
26,Church Landing Rd,Nichols,SC,Horry County,29581,Florence,1,Yes,AE,b5927aaf-e83e-4711-b07a-2e68dce29e6a,Yes,-79.20548897,34.14104698,,,
27,Hwy 917,Nichols,SC,Horry County,29581,Matthew,1,No,X,42ea2e90-87b5-4bde-9c51-ee8d7cb453f7,No,-79.170571,34.13758102,,,
28,Church Landing Rd,Nichols,SC,Horry County,29581,"Matthew, Florence",2,Yes,AE,f4ffe01b-6be2-4971-8187-8fa211370860,Yes,-79.20427103,34.140273,,,
29,Hwy 905,Conway,SC,Horry County,29526,Florence,1,No,X,813f6f70-5c62-4e5e-ab7f-c1e434f766df,No,-79.00278197,33.85687397,,,
30,Willoughby Rd,Nichols,SC,Horry County,29581,Matthew,1,No,X,65816000-1048-4bc9-9577-d1bf8d260ee2,No,-79.12138097,34.11545599,,,
31,Maplewild Rd,Nichols,SC,Horry County,29581,Florence,1,No,X,58948da1-81f0-4abc-bf22-60162b8862d9,No,-79.05081498,34.13712999,,,
32,Green Sea Rd,Green Sea,SC,Horry County,29545,Matthew,1,No,X,2d50b72c-d860-4654-9ddd-e27797a36430,No,-78.97548298,34.12406303,,,
33,Fulton Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,5ff10f61-f5ee-468a-82d6-06af37f204f5,No,-78.97622301,34.11111298,,,
34,N Hwy 701,Loris,SC,Horry County,29569,Matthew,1,No,X,d12556c8-e8d1-4195-a847-39c726844dfc,No,-78.87523503,34.12115398,,,
35,Airport Rd,Loris,SC,Horry County,29569,Florence,1,No,X,e7d15314-d676-4efd-9708-55b8c78ab500,No,-78.849872,34.09023502,,,
36,Morgan Rd,Loris,SC,Horry County,29569,Florence,1,No,X,0ace73d1-ac03-4ba9-94c4-36c22bb78a67,No,-78.87108203,34.09533,,,
37,Hillside Dr S,North Myrtle Beach,SC,Horry County,29582,Matthew,1,No,X,ccb83146-85f8-4919-b930-bf7367d5f3c0,No,-78.71197503,33.80568204,,,
38,Circle Heights Dr,Loris,SC,Horry County,29569,Matthew,1,No,X,037156c5-fa86-4d21-b2a6-71358da29abb,No,-78.99022604,34.10009403,,,
39,W Hwy 501,Galivants Ferry,SC,Horry County,29544,Florence,1,No,X,38569a1c-2b3c-4bbe-88e2-7672cc61dc9a,Yes,-79.24604099,34.05711399,,,
40,Hwy 308,Galivants Ferry,SC,Horry County,29544,Matthew,1,No,X,9d663262-e9f0-435d-b4a9-606fa3830222,No,-79.12876404,34.07593898,,,
41,Sycamore Cir,Aynor,SC,Horry County,29511,Matthew,1,No,X,a6753dde-f82f-4e25-95e5-1c8167dfbf4c,No,-79.12771804,34.06143499,,,
42,Hwy 308,Galivants Ferry,SC,Horry County,29544,Matthew,1,No,X,0f613ae5-210a-47a6-b183-82239ce4f488,No,-79.13493097,34.07567901,,,
43,Daniel Rd,Galivants Ferry,SC,Horry County,29544,Matthew,1,No,X,84458767-a792-4309-9d86-50bb0534c0bc,No,-79.12876997,34.06525703,,,
44,W Hwy 19,Loris,SC,Horry County,29569,Matthew,1,No,X,c1973074-e5f8-497d-87cd-f74075f6020c,No,-79.03882696,34.065155,,,
45,Kennasaw Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,d749d549-4f60-421c-993a-54d72de84235,No,-79.04120696,34.06668797,,,
46,Reynolda Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,6db227da-6065-434d-a458-aa12718cadda,No,-78.99509499,34.07249297,,,
47,Live Oak Church Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,35c526fe-04b1-46fa-9f14-bb4d25475ab0,No,-78.94144096,34.05828504,,,
48,Prospect Rd,Loris,SC,Horry County,29569,Florence,1,No,X,5511c54c-7490-47d4-ade8-c05d6cd1fb1f,No,-78.87854901,34.07629004,,,
49,Bay Circle Dr,Loris,SC,Horry County,29569,Florence,1,No,X,3cb53392-0e1f-4cf2-938a-6e0450417407,No,-78.87916804,34.06715098,,,
50,Hwy 66,Loris,SC,Horry County,29569,Matthew,1,No,X,6444aaec-b8cd-4aa2-bd06-1afcee0b3450,No,-78.84731503,34.07218797,,,
51,Bakers Chapel Rd,Aynor,SC,Horry County,29511,Matthew,1,No,X,c3092713-e6dd-40ad-a8d4-b7fb8adbd082,No,-79.04240001,33.94940198,,,
52,Log Cabin Rd,Loris,SC,Horry County,29569,Joaquin,1,No,X,357de43f-c750-4a24-84d7-fc68fb37d8fc,No,-78.83888497,34.047932,,,
53,Volunteer Dr,Loris,SC,Horry County,29569,Matthew,1,No,X,568c4ef7-9fc3-4e9e-909d-32c215968064,No,-78.77134703,34.04101999,,,
54,Seabird Ct,North Myrtle Beach,SC,Horry County,29582,Florence,1,No,X,fa3a33fc-3946-461a-b1ff-af0c0c868891,No,-78.770167,33.81003902,,,
55,W Hwy 9th Byp,Loris,SC,Horry County,29569,Matthew,1,No,X,40e84062-196c-426e-b2f9-dc63144741e1,No,-78.90647898,34.09109398,,,
56,Deckfield Ct,Loris,SC,Horry County,29569,Matthew,1,No,X,fe31309c-d49c-4312-a3a2-2795d4228c9c,No,-78.91270403,34.05027902,,,
57,Kecia Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,6ce722db-dc61-4603-b2c6-b65d96e3b127,No,-78.91498602,34.051882,,,
58,Carolina Hickory St,Loris,SC,Horry County,29569,Florence,1,No,X,7d0afa4f-5cf3-4be3-bdda-ebc7ad7afc50,No,-78.93779497,34.03624297,,,
59,Carolina Hickory St,Loris,SC,Horry County,29569,Florence,1,No,X,989d3a27-c977-478f-a645-0b4bd1aa7e55,No,-78.93453803,34.03743902,,,
60,Mincey Dr,Loris,SC,Horry County,29569,Matthew,1,No,X,878f0cd5-ca8b-4276-89ea-2d46d0b4fc4d,No,-78.98760197,34.04276003,,,
61,Gatewood Dr,Loris,SC,Horry County,29569,"Matthew, Florence",2,No,X,6540cab0-7502-4e04-8b91-b026337d5dc6,No,-78.97819203,34.05216497,,,
62,Sean River Rd,Conway,SC,Horry County,29526,Matthew,1,No,X,3197f8f7-ea9a-4248-a664-27197e559a58,No,-78.98851097,33.86358202,,,
63,Ino Dr,Loris,SC,Horry County,29569,Matthew,1,No,X,9e807894-2dfa-4d27-9963-2862e712bc3e,No,-78.99253498,34.04400802,,,
64,Green Sea Rd S,Loris,SC,Horry County,29569,Matthew,1,No,X,3384cfae-cd09-4395-8283-6cc00919e3d4,No,-79.01881303,34.03322601,,,
65,Joyner Swamp Rd,Galivants Ferry,SC,Horry County,29544,Matthew,1,No,X,c27b2e50-77be-418e-b984-8bee144bffe2,No,-79.15083196,34.04088802,,,
66,Lamplighter Rd,Myrtle Beach,SC,Horry County,29588,Matthew,1,No,X,0ea4909c-8b60-4053-833b-63332d2e48ce,No,-79.054019,33.66834503,,,
67,Nichols Hwy,Aynor,SC,Horry County,29511,Matthew,1,No,X,7e16d981-4ec9-4c29-b0fb-9f140b47fece,No,-79.15159302,34.01453099,,,
68,Nichols Hwy,Aynor,SC,Horry County,29511,Matthew,1,No,X,cac2e577-ef43-4988-ad45-674bf1c8bfa6,No,-79.14673798,34.00413501,,,
69,Vick Rd,Aynor,SC,Horry County,29511,Matthew,1,No,X,390439d7-cb17-4e45-883e-41c10b7378bb,No,-79.11789398,34.01789797,,,
70,Edwards Rd,Aynor,SC,Horry County,29511,Matthew,1,No,X,8466e8e1-58b7-4d3b-9fc6-965a80938380,No,-79.12228799,34.01265798,,,
71,Long Bay Rd,Aynor,SC,Horry County,29511,Matthew,1,No,X,30869c7b-0e04-4b1d-a898-2486e4e423d3,No,-79.11098,34.00515301,,,
72,Skipper Rd,Aynor,SC,Horry County,29511,Matthew,1,No,X,7e822254-e8b5-4931-b7e2-764e136dd960,No,-79.09888697,34.02643699,,,
73,Plantation Rd,Aynor,SC,Horry County,29511,Matthew,1,No,X,d1f00efd-4e52-45b4-a199-f77d73bf50e0,No,-79.08803496,34.025503,,,
74,Dock Ridge Rd,Galivants Ferry,SC,Horry County,29544,Matthew,1,No,X,0c52cfb7-28d2-40b5-a805-05e7776ceb11,No,-79.07063002,34.03276899,,,
75,Ole Maple St,Loris,SC,Horry County,29569,Matthew,1,No,X,e5bac9ef-34cb-4e8c-9f68-3985061d6297,No,-78.95517997,34.01033598,,,
76,Cane Branch Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,b53729a5-39fc-4631-a687-b99aab6976bc,No,-78.93823802,34.00443497,,,
77,Daisy Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,6ac20ec7-f14b-4906-b0d8-0f9d2ae0f9c7,No,-78.92541798,34.01129404,,,
78,Cart Crossing Dr,Conway,SC,Horry County,29526,Matthew,1,No,X,3ba0b755-2184-4701-8a3b-144a4bfaf40f,No,-79.00375404,33.78006901,,,
79,Daisy Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,a72eb4f0-839f-4c10-ab55-256094535fb6,No,-78.91663497,34.00322803,,,
80,Daisy Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,0a4d1a1c-c0b0-4565-be95-3e2dd1194ea3,No,-78.91782596,34.00353299,,,
81,Wilderness Ln,Loris,SC,Horry County,29569,Matthew,1,No,X,692c371b-6bcd-43a2-8c8b-3728175585b8,No,-78.91563398,34.000202,,,
82,Cane Branch Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,429aac5d-bf31-4de4-8a03-28d712045118,No,-78.94183703,34.00386103,,,
83,Daisy Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,b9b309ea-66a9-4042-964a-01d9abbec15f,No,-78.902483,34.00097101,,,
84,Daisy Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,ba5b3b73-6282-45db-83d8-bf25924957a1,No,-78.898891,33.99991803,,,
85,Log Cabin Rd,Loris,SC,Horry County,29569,Florence,1,No,X,b61d03cd-c587-4966-912d-b76ba8a109c7,No,-78.79817297,34.05983398,,,
86,Daisy Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,2f1a871d-a9da-4058-ae40-91ec18b25281,No,-78.89917702,33.999573,,,
87,Sunshine Rd,Loris,SC,Horry County,29569,Florence,1,No,X,3a8f18c3-1ebb-420e-9c13-60fe5aec0e81,No,-78.86183801,34.01274301,,,
88,Red Bluff Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,0c9a545b-3587-46be-90f7-01e52c512c0e,No,-78.87489403,34.01201,,,
89,S Bend St,Loris,SC,Horry County,29569,Matthew,1,No,X,f34a1649-074b-4165-b119-90f56004f53e,Yes,-78.89996799,34.055244,,,
90,Simpson Creek Dr,Loris,SC,Horry County,29569,Matthew,1,No,X,3b45dda8-78d0-43dd-9498-a2e60f9afe9d,No,-78.84980804,34.01235998,,,
91,Fries Bay Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,3ab402d7-d460-4ae2-a6aa-9e9c29d3304e,No,-78.752963,34.01999201,,,
92,Camp Swamp Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,6ce9743b-48fe-460b-97d9-5c344d108b34,No,-78.75383096,34.01234203,,,
93,Coney Dr,Longs,SC,Horry County,29568,Florence,1,No,X,e90a9b5f-d06b-49ca-8546-bbce6fab44c2,Yes,-78.73391297,33.98265303,,,
94,Harvest Moon Dr,Longs,SC,Horry County,29568,Florence,1,No,X,55d96191-003a-41e2-9a86-106b05b63dc6,No,-78.74084796,33.98560401,,,
95,Hwy 9,Longs,SC,Horry County,29568,Matthew,1,No,X,58f4c636-4e4a-4347-9925-01b86a0f4509,No,-78.74604696,33.98308902,,,
96,48th Ave N,Myrtle Beach,SC,Horry County,29577,Matthew,1,No,X,267c65c9-6b73-42e8-9904-df5f527fc2a8,No,-78.85843797,33.73088399,,,
97,Daisy Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,8bc8dce2-44a5-4ff5-8027-f30cb341a590,No,-78.83434498,33.98692397,,,
98,Dusty Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,82f7f38a-a847-4415-843d-f4981d49d7a7,No,-78.87287597,33.995162,,,
99,Daisy Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,c421a8c0-734c-4b21-b494-531681bc8fd4,No,-78.85299104,33.991772,,,
100,Hwy 66,Loris,SC,Horry County,29569,Florence,1,No,X,ad6f4306-1dde-4eb2-b8ee-70f90c7867e3,No,-78.87238396,33.986427,,,
101,Daisy Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,66108eb1-1ebb-443f-876f-f4a0019b0b24,No,-78.89868196,33.99890898,,,
102,Daisy Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,1afbe381-f882-4f37-a0d7-8ff2360a0d5f,No,-78.89934896,33.99927502,,,
103,Daisy Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,c5bcecb7-ac0c-47d5-8c5e-9cc0ba178e95,No,-78.931009,34.015717,,,
104,Southern Crest Dr,Loris,SC,Horry County,29569,Matthew,1,No,X,33bf6185-0aa6-4f3c-941c-693ba4559b39,No,-78.90833903,33.99145396,,,
105,Cherry Hill Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,c581e221-9b49-4a4d-a26d-4a445f8b13ed,No,-78.89231802,33.97597,,,
106,Cane Branch Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,a3f3fc88-8d61-4b2b-b128-408f7a22d4c4,Yes,-78.939808,33.99946501,,,
107,Southern Crest Dr,Loris,SC,Horry County,29569,Matthew,1,No,X,942131b2-95b8-4947-be69-c2d915c1212e,No,-78.93010799,33.99293002,,,
108,Southern Crest Dr,Loris,SC,Horry County,29569,Matthew,1,No,X,c3fcc45c-1170-4005-96fc-e197f42444a8,No,-78.92317803,33.99353398,,,
109,Southern Crest Dr,Loris,SC,Horry County,29569,Matthew,1,No,X,11b4bc42-1782-4018-a240-1b0513f34a5c,No,-78.92618604,33.99377603,,,
110,Cane Branch Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,e3e5affa-6d6d-4424-94dc-f8f7cde348ff,No,-78.93597202,33.98635498,,,
111,Pioneer Rd,Conway,SC,Horry County,29526,Matthew,1,No,X,d5cdcb5f-6d23-4f63-99a2-9561c76effd0,No,-78.93051502,33.94754802,,,
112,N Hwy 701,Conway,SC,Horry County,29526,Matthew,1,No,X,31a2b720-be52-40a6-be95-02e7e65a1b76,No,-79.00692302,33.98136399,,,
113,Cartrette Rd,Aynor,SC,Horry County,29511,Matthew,1,No,X,87cd5533-087f-4b7e-bfdb-5f3df5392b19,No,-79.03470396,33.97980498,,,
114,Mickey Ln,Aynor,SC,Horry County,29511,Matthew,1,No,X,c6402c60-f445-4d9c-9e98-9e29c31560f2,No,-79.098225,33.99599802,,,
115,Plainfield Rd,Galivants Ferry,SC,Horry County,29544,Matthew,1,No,X,f227979f-4251-4cb9-91f9-8a9191bf7f7b,No,-79.09290401,34.05221,,,
116,Dixon Rd,Aynor,SC,Horry County,29511,Matthew,1,No,X,87c84034-2030-45a6-ba09-b450e291f4d6,No,-79.14164902,33.98599402,,,
117,Gunter Lake Rd,Galivants Ferry,SC,Horry County,29544,Matthew,1,Yes,AE,dfea5429-fbeb-4a31-9c35-7fb31523132f,Yes,-79.31725601,33.95335596,,,
118,Louisville Rd,Aynor,SC,Horry County,29511,Matthew,1,No,X,99263bf5-9bf9-4cc3-901a-e24b7ef9efb0,No,-79.05340796,33.98969902,,,
119,Dog Bluff Rd,Galivants Ferry,SC,Horry County,29544,Matthew,1,No,X,864ad280-9c4d-4bb5-b0c6-6c39de652763,No,-79.21838896,33.95044903,,,
120,Garner Rd,Aynor,SC,Horry County,29511,Matthew,1,No,X,8820c59c-adcf-489d-b38d-cba7535bf52c,No,-79.11367396,33.96722803,,,
121,Hwy 319,Aynor,SC,Horry County,29511,Matthew,1,No,X,77d37000-1762-4f3a-baf1-46d044ef550a,No,-79.13305403,33.96768801,,,
122,Moores Mill Rd,Aynor,SC,Horry County,29511,Matthew,1,No,X,9054a1ad-5c7a-4263-8799-dd0566bf43a7,No,-79.09787601,33.96720501,,,
123,Garner Rd,Aynor,SC,Horry County,29511,Matthew,1,No,X,eb26bbe3-df06-45a8-be01-c8a0eb3d071f,No,-79.11158502,33.96673199,,,
124,Hughes Gasque Rd,Aynor,SC,Horry County,29511,Matthew,1,No,X,046a5e2c-1434-4dc2-873a-d9c35eab67c2,No,-79.07118598,33.95433404,,,
125,Bakers Chapel Rd,Aynor,SC,Horry County,29511,Matthew,1,No,X,21639530-7903-48da-9718-dbf1de2fc222,No,-79.039968,33.95033598,,,
126,Bakers Chapel Rd,Aynor,SC,Horry County,29511,Matthew,1,No,X,95e70a8d-34ab-4c64-8d7c-87dea7497577,No,-79.05569597,33.949866,,,
127,Louisville Rd,Aynor,SC,Horry County,29511,Matthew,1,No,X,e527905c-aa8c-453f-81cc-5b054edb23c4,No,-79.03758198,33.95155001,,,
128,Hucks Rd,Conway,SC,Horry County,29526,Matthew,1,No,X,b8b9fa82-0489-4585-ba89-8afbb3a11346,No,-78.99259004,33.96603502,,,
129,N Ocean Blvd,Myrtle Beach,SC,Horry County,29577,Matthew,1,Yes,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,791c67f0-8c17-4313-95ca-9f2b715330b5,Yes,-78.86445803,33.70508203,,,
130,Cane Branch Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,37b563f5-6639-49ac-a44f-92a6a3f58db8,No,-78.93306399,33.96289903,,,
131,Dows Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,549494fd-9a88-499b-89c0-f677539a63ec,No,-78.91613003,33.965211,,,
132,Hwy 139,Conway,SC,Horry County,29526,Matthew,1,No,X,ac86e512-58e1-4856-ad49-08954dd1963c,No,-78.92222797,33.94982099,,,
133,Hwy 348,Loris,SC,Horry County,29569,Florence,1,No,X,cdb61706-52f0-420f-8309-d0900ddf2edd,No,-78.82418701,33.96969798,,,
134,Charlie Ln,Loris,SC,Horry County,29569,Florence,1,No,X,f5df4ec8-47ae-45f9-852c-169c279c3be1,No,-78.82575304,33.95222304,,,
135,Tram Rd,Loris,SC,Horry County,29569,Matthew,1,No,X,7ac2774f-7edc-49a5-84c8-20454dc78870,No,-79.00036802,34.01218201,,,
136,Blanton Cir,Longs,SC,Horry County,29568,Florence,1,No,X,104bf519-6d7c-4161-bc83-50706e643711,No,-78.72165303,33.95065201,,,
137,N Hwy 905,Longs,SC,Horry County,29568,Florence,1,No,X,d11ef9aa-aca4-4e66-948e-cb1d683242fa,No,-78.72652702,33.95063197,,,
138,W Hwy 9,Longs,SC,Horry County,29568,Matthew,1,No,X,c9db5acf-4123-4e09-be9a-c869d7ae1343,No,-78.73892404,33.96324198,,,
139,Starduster Ln,Little River,SC,Horry County,29566,Florence,1,Yes,AE,02bb3672-beb1-4d45-bcab-239627f097ba,Yes,-78.64582103,33.93351698,,,
140,Rolling Ridge Dr,Longs,SC,Horry County,29568,Florence,1,No,X,bdb662f8-2922-430a-bca6-06d384420d81,No,-78.72430396,33.935695,,,
141,Rolling Ridge Dr,Longs,SC,Horry County,29568,Florence,1,No,X,321d38d3-949f-4fc7-b5ec-726ceb3047bd,No,-78.72357704,33.93620403,,,
142,Rolling Ridge Dr,Longs,SC,Horry County,29568,Florence,1,No,X,60bcc2b6-4caa-433d-b9f6-8183aa82e277,No,-78.72370999,33.936478,,,
143,Rolling Ridge Dr,Longs,SC,Horry County,29568,Florence,1,No,X,20723888-38fd-429c-9b60-b17c3bc00dbe,No,-78.724278,33.93668997,,,
144,Rolling Ridge Dr,Longs,SC,Horry County,29568,Florence,1,No,X,e988a404-8e03-47f3-b23e-ba6dce5d79c1,No,-78.72457903,33.93680601,,,
145,Rolling Ridge Dr,Longs,SC,Horry County,29568,Florence,1,No,X,2236c6c8-e594-481d-8e1b-737bef1fa21c,No,-78.72510202,33.93659703,,,
146,Rolling Ridge Dr,Longs,SC,Horry County,29568,Florence,1,Yes,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,5c1035b0-a4f5-4ba9-b639-85a59245e8f6,Yes,-78.72279398,33.93590502,,,
147,Rolling Ridge Dr,Longs,SC,Horry County,29568,Florence,1,No,X,a9cf1ec8-0762-4d26-84be-8bdf09be0fa7,Yes,-78.72296897,33.93617199,,,
148,Rolling Ridge Dr,Longs,SC,Horry County,29568,Florence,1,No,X,556f12db-3de5-4616-a92d-1ac75347279e,Yes,-78.72295496,33.93655902,,,
149,Bucks Trl,Longs,SC,Horry County,29568,Florence,1,No,X,9329638f-0c2e-480d-bf11-c30e47e16442,Yes,-78.721315,33.93111903,,,
150,Bucks Trl,Longs,SC,Horry County,29568,Florence,1,No,X,097effbe-bda7-4b75-a400-b4c3f8921cf1,Yes,-78.72118699,33.93133301,,,
151,Meadow View Ct,Longs,SC,Horry County,29568,Florence,1,Yes,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,e60f17ed-132c-499c-b28f-3f6750702f8b,Yes,-78.72100202,33.932027,,,
152,Meadow View Ct,Longs,SC,Horry County,29568,"Matthew, Florence",2,Yes,AE,094a92a2-9cb8-4ed3-9a4a-2f2c58cd01e9,Yes,-78.72096196,33.93230202,,,
153,Meadow View Ct,Longs,SC,Horry County,29568,"Matthew, Florence",2,Yes,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,5f0580c8-2cdd-4d32-9cc1-bf2930af2e3f,Yes,-78.72105296,33.93276003,,,
154,Meadow View Ct,Longs,SC,Horry County,29568,"Matthew, Florence",2,Yes,AE,3a2aa7c4-e809-4df3-825f-4c6248047d42,Yes,-78.721209,33.93302298,,,
155,Meadow View Ct,Longs,SC,Horry County,29568,"Matthew, Florence",2,Yes,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,32199df1-5357-449c-b529-9f3815f597a9,Yes,-78.72150804,33.93300203,,,
156,Meadow View Ct,Longs,SC,Horry County,29568,Florence,1,Yes,AE,d9a356ee-a4e2-489f-8aa7-eaa22e457215,Yes,-78.72179003,33.932852,,,
157, ,Longs,SC,Horry County,29568,Florence,1,No,X,a5cdfad2-2853-40f0-9e6f-fbd33dee32ad,No,-78.73306999,33.93851002,,,
158,Meadow View Ct,Longs,SC,Horry County,29568,Florence,1,No,X,44fcdf32-d7b0-4b72-a684-5477baf9a511,Yes,-78.72191597,33.93244103,,,
159,Meadow View Ct,Longs,SC,Horry County,29568,Florence,1,No,X,64795032-5a61-4711-a438-4af8b9990aa5,No,-78.72202404,33.93203698,,,
160,Bucks Trl,Longs,SC,Horry County,29568,Florence,1,No,X,73b13881-83df-4fb1-b6fc-4ef49a90dbda,No,-78.72245604,33.93176002,,,
161,Bucks Trl,Longs,SC,Horry County,29568,Florence,1,No,X,e6bf9b27-0de1-402d-b3ac-2273f9c08566,No,-78.72269301,33.93161803,,,
162,Bucks Trl,Longs,SC,Horry County,29568,Florence,1,No,X,e98192cf-61eb-4f8c-bf7f-677aff0b308d,No,-78.72297904,33.93036697,,,
163,Bucks Trl,Longs,SC,Horry County,29568,Florence,1,No,X,a124b7a2-5ed9-493f-bede-e8f2b90d6371,No,-78.722618,33.93072802,,,
164,Bucks Trl,Longs,SC,Horry County,29568,Florence,1,No,X,667fb5a6-b307-4412-a4c9-0a00a456eb95,No,-78.72201999,33.93056099,,,
165,Bucks Trl,Longs,SC,Horry County,29568,Florence,1,No,X,ba7ad6a0-8f0b-458a-b99c-d6ee9471b009,No,-78.72208899,33.930347,,,
