Number,Street,City,State,County,Zip,Country,Latitude,Longitude,PIN,Assessed hurricanes (three),Number of assessed hurricanes
10320,Griffins Lndg,Nichols,SC,Horry County,29581,US,34.293431,-79.076401,10105040011,Florence,1
6386,Maplewild Rd,Nichols,SC,Horry County,29581,US,34.13609,-79.05617,10611020005,Florence,1
4676,Hwy 76,Nichols,SC,Horry County,29581,US,34.226661,-79.093027,10611020006,Florence,1
3311,Hwy 917,Loris,SC,Horry County,29569,US,34.097676,-78.980377,10611020007,Florence,1
5800,Hwy 389,Nichols,SC,Horry County,29581,US,34.146734,-79.032501,11701010001,Florence,1
111,Holcombe Ln,Conway,SC,Horry County,29527,US,33.897468,-79.151138,11701010002,Matthew,1
2315,Acie Ave,Conway,SC,Horry County,29527,US,33.846157,-79.088988,11701020001,Matthew,1
6534,Three Bend Rd,Nichols,SC,Horry County,29581,US,34.170079,-79.046412,11701020002,"Matthew, Florence",2
3465,River Rd,Nichols,SC,Horry County,29581,US,34.220389,-79.132237,11701020003,Matthew,1
172,Liberty Church Rd,Loris,SC,Horry County,29569,US,34.027748,-78.815822,11701020005,Florence,1
1559,Betsy Ln,Galivants Ferry,SC,Horry County,29544,US,33.935076,-79.194672,11701020007,Matthew,1
3981,Buffkin Rd,Green Sea,SC,Horry County,29545,US,34.190191,-78.952145,11701020012,"Matthew, Florence",2
3532,Drowning Creek Dr,Nichols,SC,Horry County,29581,US,34.219181,-79.126962,11702010001,Matthew,1
3540,Drowning Creek Dr,Nichols,SC,Horry County,29581,US,34.220217,-79.126793,11702010007,"Matthew, Florence",2
972,Prospect Rd,Loris,SC,Horry County,29569,US,34.076872,-78.90288,11702040012,Matthew,1
10331,Creek Landing Rd,Nichols,SC,Horry County,29581,US,34.175552,-79.145439,12012040001,Florence,1
258,Sandy Bluff Rd,Green Sea,SC,Horry County,29545,US,34.135987,-78.88118,12813040005,Matthew,1
3125,Shelley Path,Green Sea,SC,Horry County,29545,US,34.162062,-78.924033,12900000007,Matthew,1
1630,Fair Bluff Hwy,Green Sea,SC,Horry County,29545,US,34.139732,-78.976067,13113030001,Matthew,1
9851,Providence Dr,Nichols,SC,Horry County,29581,US,34.163601,-79.152344,13600000003,Florence,1
5076,Ruby Ln,Conway,SC,Horry County,29527,US,33.89934,-79.149817,13603040002,Florence,1
9846,Providence Dr,Nichols,SC,Horry County,29581,US,34.164151,-79.151572,13603040003,Florence,1
1597,Mw Stroud Rd,Nichols,SC,Horry County,29581,US,34.161529,-79.138901,13604030002,Florence,1
10430,Hwy 917,Nichols,SC,Horry County,29581,US,34.141782,-79.193781,13715040003,Florence,1
10801,Hwy 917,Nichols,SC,Horry County,29581,US,34.144297,-79.20695,13813030001,Florence,1
10660,Church Landing Rd,Nichols,SC,Horry County,29581,US,34.141047,-79.205489,13904020001,Florence,1
9700,Hwy 917,Nichols,SC,Horry County,29581,US,34.137581,-79.170571,13904020003,Matthew,1
10671,Church Landing Rd,Nichols,SC,Horry County,29581,US,34.140273,-79.204271,14001010003,"Matthew, Florence",2
1672,Hwy 905,Conway,SC,Horry County,29526,US,33.856874,-79.002782,14008010002,Florence,1
521,Willoughby Rd,Nichols,SC,Horry County,29581,US,34.115456,-79.121381,14200000019,Matthew,1
6200,Maplewild Rd,Nichols,SC,Horry County,29581,US,34.13713,-79.050815,14403020002,Florence,1
1076,Green Sea Rd,Green Sea,SC,Horry County,29545,US,34.124063,-78.975483,14612020004,Matthew,1
3234,Fulton Rd,Loris,SC,Horry County,29569,US,34.111113,-78.976223,14613030003,Matthew,1
2644,N Hwy 701,Loris,SC,Horry County,29569,US,34.121154,-78.875235,14912020001,Matthew,1
901,Airport Rd,Loris,SC,Horry County,29569,US,34.090235,-78.849872,15200000026,Florence,1
204,Morgan Rd,Loris,SC,Horry County,29569,US,34.09533,-78.871082,15208030001,Florence,1
2502,Hillside Dr S,North Myrtle Beach,SC,Horry County,29582,US,33.805682,-78.711975,15209030003,Matthew,1
310,Circle Heights Dr,Loris,SC,Horry County,29569,US,34.100094,-78.990226,15606040003,Matthew,1
125,W Hwy 501,Galivants Ferry,SC,Horry County,29544,US,34.057114,-79.246041,16300000002,Florence,1
4059,Hwy 308,Galivants Ferry,SC,Horry County,29544,US,34.075939,-79.128764,16900000005,Matthew,1
5326,Sycamore Cir,Aynor,SC,Horry County,29511,US,34.061435,-79.127718,16900000038,Matthew,1
3950,Hwy 308,Galivants Ferry,SC,Horry County,29544,US,34.075679,-79.134931,16908020001,Matthew,1
4883,Daniel Rd,Galivants Ferry,SC,Horry County,29544,US,34.065257,-79.12877,16910040003,Matthew,1
11868,W Hwy 19,Loris,SC,Horry County,29569,US,34.065155,-79.038827,17200000018,Matthew,1
2247,Kennasaw Rd,Loris,SC,Horry County,29569,US,34.066688,-79.041207,17209040001,Matthew,1
3350,Reynolda Rd,Loris,SC,Horry County,29569,US,34.072493,-78.995095,17300000024,Matthew,1
976,Live Oak Church Rd,Loris,SC,Horry County,29569,US,34.058285,-78.941441,17516040009,Matthew,1
195,Prospect Rd,Loris,SC,Horry County,29569,US,34.07629,-78.878549,17604030004,Florence,1
167,Bay Circle Dr,Loris,SC,Horry County,29569,US,34.067151,-78.879168,17612020029,Florence,1
6883,Hwy 66,Loris,SC,Horry County,29569,US,34.072188,-78.847315,17705010001,Matthew,1
3796,Bakers Chapel Rd,Aynor,SC,Horry County,29511,US,33.949402,-79.0424,17915010004,Matthew,1
450,Log Cabin Rd,Loris,SC,Horry County,29569,US,34.047932,-78.838885,18201010001,Joaquin,1
1243,Volunteer Dr,Loris,SC,Horry County,29569,US,34.04102,-78.771347,18208030005,Matthew,1
5707,Seabird Ct,North Myrtle Beach,SC,Horry County,29582,US,33.810039,-78.770167,18208040011,Florence,1
970,W Hwy 9th Byp,Loris,SC,Horry County,29569,US,34.091094,-78.906479,18502030021,Matthew,1
943,Deckfield Ct,Loris,SC,Horry County,29569,US,34.050279,-78.912704,18704030002,Matthew,1
103,Kecia Rd,Loris,SC,Horry County,29569,US,34.051882,-78.914986,18704040010,Matthew,1
422,Carolina Hickory St,Loris,SC,Horry County,29569,US,34.036243,-78.937795,18709030006,Florence,1
332,Carolina Hickory St,Loris,SC,Horry County,29569,US,34.037439,-78.934538,18710040008,Florence,1
758,Mincey Dr,Loris,SC,Horry County,29569,US,34.04276,-78.987602,18900000038,Matthew,1
1722,Gatewood Dr,Loris,SC,Horry County,29569,US,34.052165,-78.978192,18900000054,"Matthew, Florence",2
362,Sean River Rd,Conway,SC,Horry County,29526,US,33.863582,-78.988511,18900000056,Matthew,1
2831,Ino Dr,Loris,SC,Horry County,29569,US,34.044008,-78.992535,18906040002,Matthew,1
2855,Green Sea Rd S,Loris,SC,Horry County,29569,US,34.033226,-79.018813,19000000034,Matthew,1
2737,Joyner Swamp Rd,Galivants Ferry,SC,Horry County,29544,US,34.040888,-79.150832,19411030007,Matthew,1
7744,Lamplighter Rd,Myrtle Beach,SC,Horry County,29588,US,33.668345,-79.054019,20206010002,Matthew,1
2788,Nichols Hwy,Aynor,SC,Horry County,29511,US,34.014531,-79.151593,20411020002,Matthew,1
2374,Nichols Hwy,Aynor,SC,Horry County,29511,US,34.004135,-79.146738,20500000028,Matthew,1
3928,Vick Rd,Aynor,SC,Horry County,29511,US,34.017898,-79.117894,20511020002,Matthew,1
3658,Edwards Rd,Aynor,SC,Horry County,29511,US,34.012658,-79.122288,20511040003,Matthew,1
4181,Long Bay Rd,Aynor,SC,Horry County,29511,US,34.005153,-79.11098,20513030009,Matthew,1
4306,Skipper Rd,Aynor,SC,Horry County,29511,US,34.026437,-79.098887,20602010002,Matthew,1
4985,Plantation Rd,Aynor,SC,Horry County,29511,US,34.025503,-79.088035,20603040003,Matthew,1
5472,Dock Ridge Rd,Galivants Ferry,SC,Horry County,29544,US,34.032769,-79.07063,20605020001,Matthew,1
170,Ole Maple St,Loris,SC,Horry County,29569,US,34.010336,-78.95518,21011030004,Matthew,1
707,Cane Branch Rd,Loris,SC,Horry County,29569,US,34.004435,-78.938238,21100000005,Matthew,1
833,Daisy Rd,Loris,SC,Horry County,29569,US,34.011294,-78.925418,21100000030,Matthew,1
140,Cart Crossing Dr,Conway,SC,Horry County,29526,US,33.780069,-79.003754,21111010002,Matthew,1
1262,Daisy Rd,Loris,SC,Horry County,29569,US,34.003228,-78.916635,21113010001,Matthew,1
1240,Daisy Rd,Loris,SC,Horry County,29569,US,34.003533,-78.917826,21113010004,Matthew,1
1495,Wilderness Ln,Loris,SC,Horry County,29569,US,34.000202,-78.915634,21113040013,Matthew,1
740,Cane Branch Rd,Loris,SC,Horry County,29569,US,34.003861,-78.941837,21116040001,Matthew,1
1711,Daisy Rd,Loris,SC,Horry County,29569,US,34.000971,-78.902483,21200000038,Matthew,1
1847,Daisy Rd,Loris,SC,Horry County,29569,US,33.999918,-78.898891,21200000039,Matthew,1
1890,Log Cabin Rd,Loris,SC,Horry County,29569,US,34.059834,-78.798173,21210020006,Florence,1
1730,Daisy Rd,Loris,SC,Horry County,29569,US,33.999573,-78.899177,21216030001,Matthew,1
330,Sunshine Rd,Loris,SC,Horry County,29569,US,34.012743,-78.861838,21307030001,Florence,1
1860,Red Bluff Rd,Loris,SC,Horry County,29569,US,34.01201,-78.874894,21308040010,Matthew,1
3358,S Bend St,Loris,SC,Horry County,29569,US,34.055244,-78.899968,21312010002,Matthew,1
1454,Simpson Creek Dr,Loris,SC,Horry County,29569,US,34.01236,-78.849808,21312010003,Matthew,1
4689,Fries Bay Rd,Loris,SC,Horry County,29569,US,34.019992,-78.752963,21600000020,Matthew,1
625,Camp Swamp Rd,Loris,SC,Horry County,29569,US,34.012342,-78.753831,21606030002,Matthew,1
375,Coney Dr,Longs,SC,Horry County,29568,US,33.982653,-78.733913,22100000012,Florence,1
336,Harvest Moon Dr,Longs,SC,Horry County,29568,US,33.985604,-78.740848,22108030006,Florence,1
1805,Hwy 9,Longs,SC,Horry County,29568,US,33.983089,-78.746047,22108040010,Matthew,1
1125,48th Ave N,Myrtle Beach,SC,Horry County,29577,US,33.730884,-78.858438,22212020005,Matthew,1
3891,Daisy Rd,Loris,SC,Horry County,29569,US,33.986924,-78.834345,22407040005,Matthew,1
3363,Dusty Rd,Loris,SC,Horry County,29569,US,33.995162,-78.872876,22500000006,Matthew,1
3300,Daisy Rd,Loris,SC,Horry County,29569,US,33.991772,-78.852991,22504040002,Matthew,1
3778,Hwy 66,Loris,SC,Horry County,29569,US,33.986427,-78.872384,22508030008,Florence,1
1900,Daisy Rd,Loris,SC,Horry County,29569,US,33.998909,-78.898682,22602010001,Matthew,1
1850,Daisy Rd,Loris,SC,Horry County,29569,US,33.999275,-78.899349,22602010003,Matthew,1
631,Daisy Rd,Loris,SC,Horry County,29569,US,34.015717,-78.931009,22602040002,Matthew,1
1835,Southern Crest Dr,Loris,SC,Horry County,29569,US,33.991454,-78.908339,22608010002,Matthew,1
3040,Cherry Hill Rd,Loris,SC,Horry County,29569,US,33.97597,-78.892318,22614010001,Matthew,1
923,Cane Branch Rd,Loris,SC,Horry County,29569,US,33.999465,-78.939808,22701020001,Matthew,1
2530,Southern Crest Dr,Loris,SC,Horry County,29569,US,33.99293,-78.930108,22702030003,Matthew,1
2320,Southern Crest Dr,Loris,SC,Horry County,29569,US,33.993534,-78.923178,22703030001,Matthew,1
2400,Southern Crest Dr,Loris,SC,Horry County,29569,US,33.993776,-78.926186,22703040002,Matthew,1
1471,Cane Branch Rd,Loris,SC,Horry County,29569,US,33.986355,-78.935972,22708030001,Matthew,1
3024,Pioneer Rd,Conway,SC,Horry County,29526,US,33.947548,-78.930515,22713010008,Matthew,1
6975,N Hwy 701,Conway,SC,Horry County,29526,US,33.981364,-79.006923,22909030010,Matthew,1
7163,Cartrette Rd,Aynor,SC,Horry County,29511,US,33.979805,-79.034704,23015010005,Matthew,1
3927,Mickey Ln,Aynor,SC,Horry County,29511,US,33.995998,-79.098225,23202040005,Matthew,1
3880,Plainfield Rd,Galivants Ferry,SC,Horry County,29544,US,34.05221,-79.092904,23300000043,Matthew,1
1884,Dixon Rd,Aynor,SC,Horry County,29511,US,33.985994,-79.141649,23300000048,Matthew,1
4121,Gunter Lake Rd,Galivants Ferry,SC,Horry County,29544,US,33.953356,-79.317256,24014030003,Matthew,1
6891,Louisville Rd,Aynor,SC,Horry County,29511,US,33.989699,-79.053408,24309010003,Matthew,1
2600,Dog Bluff Rd,Galivants Ferry,SC,Horry County,29544,US,33.950449,-79.218389,24314030001,Matthew,1
2683,Garner Rd,Aynor,SC,Horry County,29511,US,33.967228,-79.113674,24605020001,Matthew,1
3473,Hwy 319,Aynor,SC,Horry County,29511,US,33.967688,-79.133054,24607010003,Matthew,1
2891,Moores Mill Rd,Aynor,SC,Horry County,29511,US,33.967205,-79.097876,24700000007,Matthew,1
2738,Garner Rd,Aynor,SC,Horry County,29511,US,33.966732,-79.111585,24700000011,Matthew,1
3016,Hughes Gasque Rd,Aynor,SC,Horry County,29511,US,33.954334,-79.071186,24700000033,Matthew,1
3756,Bakers Chapel Rd,Aynor,SC,Horry County,29511,US,33.950336,-79.039968,24800000023,Matthew,1
3400,Bakers Chapel Rd,Aynor,SC,Horry County,29511,US,33.949866,-79.055696,24814030002,Matthew,1
8149,Louisville Rd,Aynor,SC,Horry County,29511,US,33.95155,-79.037582,24900000026,Matthew,1
6950,Hucks Rd,Conway,SC,Horry County,29526,US,33.966035,-78.99259,25006010001,Matthew,1
2600,N Ocean Blvd,Myrtle Beach,SC,Horry County,29577,US,33.705082,-78.864458,25006040001,Matthew,1
2340,Cane Branch Rd,Loris,SC,Horry County,29569,US,33.962899,-78.933064,25200000038,Matthew,1
2781,Dows Rd,Loris,SC,Horry County,29569,US,33.965211,-78.91613,25200000043,Matthew,1
1603,Hwy 139,Conway,SC,Horry County,29526,US,33.949821,-78.922228,25214020002,Matthew,1
2205,Hwy 348,Loris,SC,Horry County,29569,US,33.969698,-78.824187,25503020001,Florence,1
2912,Charlie Ln,Loris,SC,Horry County,29569,US,33.952223,-78.825753,25509040003,Florence,1
956,Tram Rd,Loris,SC,Horry County,29569,US,34.012182,-79.000368,25700000003,Matthew,1
460,Blanton Cir,Longs,SC,Horry County,29568,US,33.950652,-78.721653,25800000035,Florence,1
11349,N Hwy 905,Longs,SC,Horry County,29568,US,33.950632,-78.726527,25800000036,Florence,1
1091,W Hwy 9,Longs,SC,Horry County,29568,US,33.963242,-78.738924,25801030034,Matthew,1
2273,Starduster Ln,Little River,SC,Horry County,29566,US,33.933517,-78.645821,26301040002,Florence,1
340,Rolling Ridge Dr,Longs,SC,Horry County,29568,US,33.935695,-78.724304,26603030005,Florence,1
322,Rolling Ridge Dr,Longs,SC,Horry County,29568,US,33.936204,-78.723577,26603030006,Florence,1
300,Rolling Ridge Dr,Longs,SC,Horry County,29568,US,33.936478,-78.72371,26603030007,Florence,1
296,Rolling Ridge Dr,Longs,SC,Horry County,29568,US,33.93669,-78.724278,26603030009,Florence,1
294,Rolling Ridge Dr,Longs,SC,Horry County,29568,US,33.936806,-78.724579,26603030010,Florence,1
288,Rolling Ridge Dr,Longs,SC,Horry County,29568,US,33.936597,-78.725102,26603030011,Florence,1
327,Rolling Ridge Dr,Longs,SC,Horry County,29568,US,33.935905,-78.722794,26604040002,Florence,1
321,Rolling Ridge Dr,Longs,SC,Horry County,29568,US,33.936172,-78.722969,26604040003,Florence,1
315,Rolling Ridge Dr,Longs,SC,Horry County,29568,US,33.936559,-78.722955,26604040004,Florence,1
599,Bucks Trl,Longs,SC,Horry County,29568,US,33.931119,-78.721315,26605010002,Florence,1
595,Bucks Trl,Longs,SC,Horry County,29568,US,33.931333,-78.721187,26605010003,Florence,1
420,Meadow View Ct,Longs,SC,Horry County,29568,US,33.932027,-78.721002,26605010009,Florence,1
424,Meadow View Ct,Longs,SC,Horry County,29568,US,33.932302,-78.720962,26605010010,"Matthew, Florence",2
432,Meadow View Ct,Longs,SC,Horry County,29568,US,33.93276,-78.721053,26605010012,"Matthew, Florence",2
436,Meadow View Ct,Longs,SC,Horry County,29568,US,33.933023,-78.721209,26605010013,"Matthew, Florence",2
435,Meadow View Ct,Longs,SC,Horry County,29568,US,33.933002,-78.721508,26605010014,"Matthew, Florence",2
431,Meadow View Ct,Longs,SC,Horry County,29568,US,33.932852,-78.72179,26605010015,Florence,1
,,Longs,SC,Horry County,29568,US,33.93851,-78.73307,26605010016,Florence,1
421,Meadow View Ct,Longs,SC,Horry County,29568,US,33.932441,-78.721916,26605010017,Florence,1
411,Meadow View Ct,Longs,SC,Horry County,29568,US,33.932037,-78.722024,26605010019,Florence,1
579,Bucks Trl,Longs,SC,Horry County,29568,US,33.93176,-78.722456,26605010021,Florence,1
575,Bucks Trl,Longs,SC,Horry County,29568,US,33.931618,-78.722693,26605010022,Florence,1
560,Bucks Trl,Longs,SC,Horry County,29568,US,33.930367,-78.722979,26605040001,Florence,1
564,Bucks Trl,Longs,SC,Horry County,29568,US,33.930728,-78.722618,26605040003,Florence,1
610,Bucks Trl,Longs,SC,Horry County,29568,US,33.930561,-78.72202,26605040005,Florence,1
616,Bucks Trl,Longs,SC,Horry County,29568,US,33.930347,-78.722089,26605040006,Florence,1
632,Bucks Trl,Longs,SC,Horry County,29568,US,33.929244,-78.722094,26605040011,Florence,1
636,Bucks Trl,Longs,SC,Horry County,29568,US,33.929027,-78.722094,26605040012,Florence,1
638,Bucks Trl,Longs,SC,Horry County,29568,US,33.928806,-78.722095,26605040013,Florence,1
642,Bucks Trl,Longs,SC,Horry County,29568,US,33.928584,-78.722097,26605040014,Florence,1
646,Bucks Trl,Longs,SC,Horry County,29568,US,33.928339,-78.722088,26605040015,Florence,1
650,Bucks Trl,Longs,SC,Horry County,29568,US,33.927917,-78.721916,26605040017,Florence,1
652,Bucks Trl,Longs,SC,Horry County,29568,US,33.927748,-78.721741,26605040018,Florence,1
654,Bucks Trl,Longs,SC,Horry County,29568,US,33.927626,-78.721496,26605040019,Florence,1
660,Bucks Trl,Longs,SC,Horry County,29568,US,33.927516,-78.721253,26605040020,Florence,1
667,Bucks Trl,Longs,SC,Horry County,29568,US,33.927435,-78.720243,26605040022,Florence,1
,Forest Dr,Conway,SC,Horry County,29526,US,33.822264,-78.995058,26605040023,Florence,1
408,Fawn Ct,Longs,SC,Horry County,29568,US,33.927819,-78.720055,26605040024,Florence,1
412,Fawn Ct,Longs,SC,Horry County,29568,US,33.928079,-78.720039,26605040025,Florence,1
416,Fawn Ct,Longs,SC,Horry County,29568,US,33.92834,-78.720155,26605040026,Florence,1
415,Fawn Ct,Longs,SC,Horry County,29568,US,33.928443,-78.720474,26605040027,Florence,1
411,Fawn Ct,Longs,SC,Horry County,29568,US,33.928461,-78.720756,26605040028,Florence,1
651,Bucks Trl,Longs,SC,Horry County,29568,US,33.928198,-78.721265,26605040031,Florence,1
647,Bucks Trl,Longs,SC,Horry County,29568,US,33.928358,-78.721432,26605040032,Florence,1
410,Staghorn Ln,Longs,SC,Horry County,29568,US,33.929131,-78.720697,26605040038,Florence,1
414,Staghorn Ln,Longs,SC,Horry County,29568,US,33.929375,-78.720725,26605040039,Florence,1
413,Staghorn Ln,Longs,SC,Horry County,29568,US,33.929622,-78.720701,26605040040,Florence,1
409,Staghorn Ln,Longs,SC,Horry County,29568,US,33.929761,-78.720893,26605040041,Florence,1
446,Deer Watch Cir,Longs,SC,Horry County,29568,US,33.931049,-78.725532,26606020004,Florence,1
452,Deer Watch Cir,Longs,SC,Horry County,29568,US,33.931138,-78.726138,26606020006,Florence,1
8553,Cedar Trace Dr,Myrtle Beach,SC,Horry County,29588,US,33.6479,-79.033341,26606020008,Florence,1
458,Deer Watch Cir,Longs,SC,Horry County,29568,US,33.930794,-78.726834,26606030001,Florence,1
460,Deer Watch Cir,Longs,SC,Horry County,29568,US,33.930558,-78.727078,26606030002,Florence,1
476,Deer Watch Cir,Longs,SC,Horry County,29568,US,33.929541,-78.725642,26606030010,Florence,1
478,Deer Watch Cir,Longs,SC,Horry County,29568,US,33.929577,-78.725416,26606030011,Florence,1
706,Bear Lake Dr,Longs,SC,Horry County,29568,US,33.952573,-78.740643,26606030012,Florence,1
439,Deer Watch Cir,Longs,SC,Horry County,29568,US,33.930016,-78.725713,26606030014,Florence,1
473,Deer Watch Cir,Longs,SC,Horry County,29568,US,33.92997,-78.725962,26606030015,Florence,1
457,Deer Watch Cir,Longs,SC,Horry County,29568,US,33.930509,-78.726379,26606030018,Florence,1
451,Deer Watch Cir,Longs,SC,Horry County,29568,US,33.930617,-78.726035,26606030019,Florence,1
443,Deer Watch Cir,Longs,SC,Horry County,29568,US,33.93062,-78.725686,26606030020,Florence,1
444,Deer Watch Cir,Longs,SC,Horry County,29568,US,33.930676,-78.725034,26606030021,Florence,1
442,Deer Watch Cir,Longs,SC,Horry County,29568,US,33.930441,-78.725052,26606030022,Florence,1
549,Bucks Trl,Longs,SC,Horry County,29568,US,33.9299,-78.724805,26606030025,Florence,1
553,Bucks Trl,Longs,SC,Horry County,29568,US,33.930209,-78.724351,26606030027,Florence,1
,,Longs,SC,Horry County,29568,US,33.93851,-78.73307,26606030037,Florence,1
,,Longs,SC,Horry County,29568,US,33.93851,-78.73307,26606030044,Florence,1
549,Canvas Back Ct,Longs,SC,Horry County,29568,US,33.927586,-78.723416,26606030045,Florence,1
630,Linksview Dr,Longs,SC,Horry County,29568,US,33.928423,-78.724163,26606030053,Florence,1
624,Linksview Dr,Longs,SC,Horry County,29568,US,33.928884,-78.724095,26606030055,Florence,1
620,Linksview Dr,Longs,SC,Horry County,29568,US,33.929209,-78.724182,26606030056,Florence,1
548,Bucks Trl,Longs,SC,Horry County,29568,US,33.929463,-78.72436,26606030057,Florence,1
546,Canvas Back Ct,Longs,SC,Horry County,29568,US,33.927269,-78.724013,26611020002,Florence,1
548,Canvas Back Ct,Longs,SC,Horry County,29568,US,33.927808,-78.724135,26611020003,Florence,1
,,Longs,SC,Horry County,29568,US,33.93851,-78.73307,26611020004,Florence,1
,,Longs,SC,Horry County,29568,US,33.93851,-78.73307,26611020005,Florence,1
687,Buck Creek Dr,Longs,SC,Horry County,29568,US,33.954395,-78.735372,26612010001,Florence,1
679,Bucks Trl,Longs,SC,Horry County,29568,US,33.926792,-78.720093,26612010003,Florence,1
675,Bucks Trl,Longs,SC,Horry County,29568,US,33.927035,-78.720147,26612010004,Florence,1
671,Bucks Trl,Longs,SC,Horry County,29568,US,33.927244,-78.72019,26612010005,Florence,1
668,Bucks Trl,Longs,SC,Horry County,29568,US,33.927286,-78.72082,26612010006,Florence,1
674,Bucks Trl,Longs,SC,Horry County,29568,US,33.927002,-78.720758,26612010007,Florence,1
682,Bucks Trl,Longs,SC,Horry County,29568,US,33.926471,-78.720619,26612010009,Florence,1
554,Canvas Back Ct,Longs,SC,Horry County,29568,US,33.926956,-78.722956,26612010175,Florence,1
136,Sellers Rd,Conway,SC,Horry County,29526,US,33.848732,-79.022325,26713040001,Florence,1
10085,S Hwy 905,Longs,SC,Horry County,29568,US,33.923262,-78.757305,26714040022,Florence,1
121,Chestnut Estates Rd,Longs,SC,Horry County,29568,US,33.915591,-78.776855,26716030004,Florence,1
9360,S Hwy 905,Longs,SC,Horry County,29568,US,33.924455,-78.784938,26812030010,Florence,1
812,Trey Ct,Longs,SC,Horry County,29568,US,33.918781,-78.811289,26816010009,Florence,1
244,Heath Dr,Longs,SC,Horry County,29568,US,33.918779,-78.810903,26816010010,Florence,1
240,Heath Dr,Longs,SC,Horry County,29568,US,33.918985,-78.811018,26816010011,Florence,1
5420,Pheasant Dr,North Myrtle Beach,SC,Horry County,29582,US,33.810436,-78.764147,26816010012,Florence,1
232,Heath Dr,Longs,SC,Horry County,29568,US,33.919404,-78.811096,26816010013,Florence,1
224,Heath Dr,Longs,SC,Horry County,29568,US,33.919587,-78.811128,26816010014,Florence,1
151,Pinnacle Pl,Little River,SC,Horry County,29566,US,33.861374,-78.648122,26816010019,Florence,1
196,Heath Dr,Longs,SC,Horry County,29568,US,33.919734,-78.812511,26816010020,Florence,1
192,Heath Dr,Longs,SC,Horry County,29568,US,33.91975,-78.81272,26816010021,Florence,1
188,Heath Dr,Longs,SC,Horry County,29568,US,33.919698,-78.812956,26816010022,Florence,1
178,Heath Dr,Longs,SC,Horry County,29568,US,33.919491,-78.813044,26816010023,Florence,1
160,Heath Dr,Longs,SC,Horry County,29568,US,33.918848,-78.813102,26816010026,Florence,1
163,Heath Dr,Longs,SC,Horry County,29568,US,33.918801,-78.81362,26816010027,Florence,1
167,Heath Dr,Longs,SC,Horry County,29568,US,33.919037,-78.813713,26816010028,Florence,1
171,Heath Dr,Longs,SC,Horry County,29568,US,33.919258,-78.813634,26816010029,Florence,1
179,Heath Dr,Longs,SC,Horry County,29568,US,33.919664,-78.813489,26816010031,Florence,1
618,Chestnut Rd,Myrtle Beach,SC,Horry County,29572,US,33.77901,-78.786873,26816010033,Florence,1
199,Heath Dr,Longs,SC,Horry County,29568,US,33.920164,-78.812292,26816010034,Florence,1
235,Heath Dr,Longs,SC,Horry County,29568,US,33.919334,-78.810571,26816010043,Florence,1
239,Heath Dr,Longs,SC,Horry County,29568,US,33.919129,-78.810524,26816010044,Florence,1
251,Heath Dr,Longs,SC,Horry County,29568,US,33.918766,-78.810321,26816010046,Florence,1
444,Iree's Way,Longs,SC,Horry County,29568,US,33.919077,-78.810045,26816010047,Florence,1
193,Heath Dr,Longs,SC,Horry County,29568,US,33.920131,-78.812733,26816010050,Florence,1
191,Heath Dr,Longs,SC,Horry County,29568,US,33.920108,-78.812985,26816010051,Florence,1
187,Heath Dr,Longs,SC,Horry County,29568,US,33.920007,-78.813212,26816010052,Florence,1
183,Heath Dr,Longs,SC,Horry County,29568,US,33.919833,-78.813358,26816010053,Florence,1
546,Iree's Way,Longs,SC,Horry County,29568,US,33.918756,-78.813997,26816010054,Florence,1
560,Iree's Way,Longs,SC,Horry County,29568,US,33.919164,-78.814093,26816010055,Florence,1
564,Iree's Way,Longs,SC,Horry County,29568,US,33.919356,-78.814199,26816010056,Florence,1
8435,S Hwy 905,Longs,SC,Horry County,29568,US,33.918428,-78.806646,26816030001,Florence,1
8433,S Hwy 905,Longs,SC,Horry County,29568,US,33.918283,-78.806988,26816030002,Florence,1
8429,S Hwy 905,Longs,SC,Horry County,29568,US,33.918019,-78.807314,26816030003,Florence,1
412,Iree's Way,Longs,SC,Horry County,29568,US,33.918099,-78.80842,26816030008,Florence,1
439,Iree's Way,Longs,SC,Horry County,29568,US,33.918619,-78.809734,26816030012,Florence,1
449,Iree's Way,Longs,SC,Horry County,29568,US,33.91847,-78.809904,26816030013,Florence,1
753,Alexis Dr,Longs,SC,Horry County,29568,US,33.91819,-78.809598,26816030015,Florence,1
760,Alexis Dr,Longs,SC,Horry County,29568,US,33.91808,-78.809029,26816030017,Florence,1
752,Alexis Dr,Longs,SC,Horry County,29568,US,33.917923,-78.809229,26816030018,Florence,1
746,Alexis Dr,Longs,SC,Horry County,29568,US,33.917786,-78.809457,26816030019,Florence,1
740,Alexis Dr,Longs,SC,Horry County,29568,US,33.917619,-78.809635,26816030020,Florence,1
736,Alexis Dr,Longs,SC,Horry County,29568,US,33.91748,-78.809843,26816030021,Florence,1
637,Seth Ln,Longs,SC,Horry County,29568,US,33.917347,-78.809352,26816030024,Florence,1
643,Seth Ln,Longs,SC,Horry County,29568,US,33.917443,-78.809094,26816030025,Florence,1
655,Seth Ln,Longs,SC,Horry County,29568,US,33.917742,-78.808678,26816030027,Florence,1
656,Seth Ln,Longs,SC,Horry County,29568,US,33.917519,-78.8085,26816030028,Florence,1
644,Seth Ln,Longs,SC,Horry County,29568,US,33.917212,-78.808892,26816030030,Florence,1
